#timestamp tx ty tz qx qy qz qw
9.887606 12.171352 34.741722 0.157143 0.206546 -0.627258 -0.204416 0.722565
9.888606 12.187878 34.739990 0.157003 0.206558 -0.627200 -0.204448 0.722603
9.889606 12.204410 34.738253 0.156863 0.206570 -0.627141 -0.204481 0.722642
9.890606 12.220948 34.736512 0.156723 0.206582 -0.627082 -0.204513 0.722680
9.891606 12.237491 34.734766 0.156582 0.206594 -0.627024 -0.204545 0.722718
9.892606 12.254040 34.733015 0.156442 0.206606 -0.626965 -0.204578 0.722757
9.893606 12.270595 34.731260 0.156302 0.206618 -0.626906 -0.204610 0.722795
9.894606 12.287155 34.729500 0.156161 0.206630 -0.626848 -0.204642 0.722833
9.895606 12.303722 34.727735 0.156021 0.206642 -0.626789 -0.204675 0.722871
9.896606 12.320293 34.725966 0.155881 0.206653 -0.626730 -0.204707 0.722910
